"Cliente_ID","Edad","Genero","Articulo Comprado","Categoria","Monto de compra (USD)","Ciudad","Tamaño","Color","Calificacion_cliente","Suscripcion","Envio","Descuento aplicado","Codigo promocional usado","Compas anteriores","Metodo de pago","Frecuencia de compras"
"189","50","Hombre","Sudadera con capucha","Ropa","53","Arkansas","M","Rosado","3.1","Si","Expres","Si","Si","5","Transferencia bancaria","Quincenal"
"190","36","Hombre","Blusa","Ropa","82","Virginia Occidental","M","Marrón","4.4","Si","Aire al día siguiente","Si","Si","4","Tarjeta de crédito","Semanal"
"191","65","Hombre","Abrigo","Abrigos","70","Indiana","XL","Beige","3","Si","Envío Gratis","Si","Si","48","Venmo","Trimestral"
"192","64","Hombre","Tiene","Accesorios","76","Utah","M","Gris","3.9","Si","Envío Gratis","Si","Si","29","Efectivo","Trimestral"
"193","46","Hombre","Calzado","Calzado","29","Nebraska","L","Turquesa","2.9","Si","Expres","Si","Si","12","PayPal","Quincenal"
"194","36","Hombre","Cinturón","Accesorios","100","Dakota del Norte","S","Plata","3","Si","Estándar","Si","Si","29","Venmo","Anualmente"
"195","51","Hombre","Mochila","Accesorios","94","Misuri","M","Aceituna","3.1","Si","Expres","Si","Si","15","Tarjeta de débito","Trimestral"
"196","51","Hombre","Chaqueta","Abrigos","25","Nueva York","M","Magenta","4.3","Si","Envío Gratis","Si","Si","34","Tarjeta de crédito","Mensual"
"197","38","Hombre","Botas","Calzado","88","Washington","M","Lavanda","3.9","Si","Aire al día siguiente","Si","Si","41","Tarjeta de crédito","Quincenal"
"198","59","Hombre","Bufanda","Accesorios","78","Carolina del Sur","M","Negro","3.2","Si","Envío en 2 días","Si","Si","41","Tarjeta de crédito","Mensual"
"199","57","Hombre","Joyería","Accesorios","45","Utah","M","Turquesa","4.8","Si","Estándar","Si","Si","39","Tarjeta de crédito","Quincenal"
"200","54","Hombre","Tiene","Accesorios","73","Idaho","XL","Verde","3.8","Si","Expres","Si","Si","32","Efectivo","Semanal"
"201","25","Hombre","Vestido","Ropa","61","Pensilvania","S","Cerceta","3.3","Si","Aire al día siguiente","Si","Si","29","Venmo","Mensual"
"202","69","Hombre","Blusa","Ropa","22","Misuri","S","Beige","4.3","Si","Envío Gratis","Si","Si","15","Transferencia bancaria","Anualmente"
"203","57","Hombre","Tiene","Accesorios","38","Nebraska","L","Magenta","2.7","Si","Expres","Si","Si","33","Venmo","Anualmente"
"204","70","Hombre","Bufanda","Accesorios","38","Indiana","S","Amarillo","3.2","Si","Aire al día siguiente","Si","Si","18","Transferencia bancaria","Semanal"
"205","24","Hombre","Zapatos deportivos","Calzado","100","Arizona","M","Amarillo","4","Si","Recogida en tienda","Si","Si","35","Efectivo","Quincenal"
"206","67","Hombre","Camisa","Ropa","64","Hawai","M","Plata","3","Si","Estándar","Si","Si","25","PayPal","Semanal"
"207","24","Hombre","Camiseta","Ropa","55","Wisconsin","L","Plata","4.2","Si","Envío Gratis","Si","Si","6","Venmo","Quincenal"
"208","62","Hombre","Guantes","Accesorios","91","Rhode Island","M","Plata","2.9","Si","Expres","Si","Si","17","Transferencia bancaria","Quincenal"
"209","57","Hombre","Falda","Ropa","38","Wisconsin","M","Oro","4.1","Si","Recogida en tienda","Si","Si","17","Tarjeta de crédito","Mensual"
"210","55","Hombre","Sandalias","Calzado","97","Minnesota","S","Aceituna","3.2","Si","Recogida en tienda","Si","Si","44","Efectivo","Trimestral"
"211","45","Hombre","Chaqueta","Abrigos","22","Vermont","L","Cerceta","3","Si","Envío en 2 días","Si","Si","6","PayPal","Quincenal"
"212","69","Hombre","Falda","Ropa","92","Dakota del Sur","L","Marrón","4.2","Si","Envío en 2 días","Si","Si","45","Tarjeta de débito","Quincenal"
"213","67","Hombre","Bolso","Accesorios","84","Virginia","L","Azul","4.2","Si","Expres","Si","Si","7","Tarjeta de débito","Anualmente"
"214","30","Hombre","Bolso","Accesorios","93","Nevada","L","Melocotón","4.4","Si","Recogida en tienda","Si","Si","11","Tarjeta de débito","Trimestral"
"215","24","Hombre","Chaqueta","Abrigos","50","Hawai","L","Azul","4.2","Si","Aire al día siguiente","Si","Si","41","Efectivo","Trimestral"
"216","62","Hombre","Bufanda","Accesorios","64","New Jersey","S","Naranja","2.8","Si","Envío en 2 días","Si","Si","24","PayPal","Quincenal"
"217","43","Hombre","Shorts","Ropa","61","Massachusetts","L","Amarillo","3.7","Si","Envío Gratis","Si","Si","21","Venmo","Semanal"
"218","35","Hombre","Gafas de sol","Accesorios","48","Oklahoma","M","Morado","3.5","Si","Aire al día siguiente","Si","Si","24","Transferencia bancaria","Anualmente"
"219","28","Hombre","Camiseta","Ropa","45","California","S","Magenta","2.9","Si","Recogida en tienda","Si","Si","8","Tarjeta de crédito","Trimestral"
"220","32","Hombre","Cinturón","Accesorios","88","Nevada","M","Cian","3","Si","Envío Gratis","Si","Si","12","Efectivo","Quincenal"
"221","39","Hombre","Zapatos deportivos","Calzado","57","Arizona","S","Añil","3.7","Si","Expres","Si","Si","48","Tarjeta de débito","Quincenal"
"222","28","Hombre","Tiene","Accesorios","68","Carolina del Norte","XL","Magenta","4.4","Si","Recogida en tienda","Si","Si","6","Transferencia bancaria","Trimestral"
"223","47","Hombre","Guantes","Accesorios","94","Nueva York","XL","Gris","4.5","Si","Envío en 2 días","Si","Si","14","PayPal","Quincenal"
"224","20","Hombre","Pantalón","Ropa","41","Wyoming","M","Turquesa","4.8","Si","Envío Gratis","Si","Si","34","PayPal","Anualmente"
"225","63","Hombre","Calcetines","Ropa","83","Dakota del Sur","S","Beige","2.9","Si","Envío Gratis","Si","Si","12","Efectivo","Trimestral"
"226","25","Hombre","Chaqueta","Abrigos","22","Arkansas","M","Aceituna","3.2","Si","Aire al día siguiente","Si","Si","11","Transferencia bancaria","Anualmente"
"227","29","Hombre","Calzado","Calzado","74","Texas","L","Violeta","3.3","Si","Envío Gratis","Si","Si","5","PayPal","Mensual"
"228","50","Hombre","Vaqueros","Ropa","90","Rhode Island","M","Turquesa","4.2","Si","Estándar","Si","Si","25","Venmo","Quincenal"
"229","18","Hombre","Calcetines","Ropa","79","Nuevo Hampshire","M","Blanco","2.9","Si","Recogida en tienda","Si","Si","11","Tarjeta de crédito","Anualmente"
"230","70","Hombre","Sandalias","Calzado","28","Ohio","S","Plata","4.6","Si","Aire al día siguiente","Si","Si","27","PayPal","Trimestral"
"231","66","Hombre","Bufanda","Accesorios","88","Utah","L","Aceituna","4.1","Si","Estándar","Si","Si","43","Tarjeta de crédito","Anualmente"
"232","28","Hombre","Blusa","Ropa","26","Tennessee","M","Azul","3.1","Si","Envío en 2 días","Si","Si","18","Tarjeta de débito","Trimestral"
"233","54","Hombre","Joyería","Accesorios","27","Hawai","L","Morado","4.2","Si","Expres","Si","Si","32","Transferencia bancaria","Quincenal"
"234","19","Hombre","Suéter","Ropa","83","Arizona","XL","Amarillo","4.5","Si","Aire al día siguiente","Si","Si","27","Transferencia bancaria","Trimestral"
"235","20","Hombre","Guantes","Accesorios","39","Dakota del Sur","S","Plata","3.7","Si","Aire al día siguiente","Si","Si","24","Tarjeta de crédito","Semanal"
"236","43","Hombre","Gafas de sol","Accesorios","89","New Jersey","M","Cian","3.7","Si","Envío Gratis","Si","Si","31","Tarjeta de débito","Trimestral"
"237","38","Hombre","Abrigo","Abrigos","68","Dakota del Norte","L","Verde","3.4","Si","Aire al día siguiente","Si","Si","39","PayPal","Quincenal"
"238","50","Hombre","Vestido","Ropa","90","Iowa","M","Beige","3","Si","Recogida en tienda","Si","Si","36","Tarjeta de débito","Quincenal"
"239","64","Hombre","Falda","Ropa","34","Ohio","M","Melocotón","4.2","Si","Envío Gratis","Si","Si","5","Efectivo","Anualmente"
"240","49","Hombre","Pantalón","Ropa","51","Vermont","L","Amarillo","2.9","Si","Expres","Si","Si","47","Tarjeta de crédito","Quincenal"
"241","47","Hombre","Suéter","Ropa","45","Montana","XL","Turquesa","3.5","Si","Envío Gratis","Si","Si","29","Transferencia bancaria","Quincenal"
"242","36","Hombre","Sudadera con capucha","Ropa","88","Delaware","M","Melocotón","4.1","Si","Envío Gratis","Si","Si","43","Venmo","Quincenal"
"243","55","Hombre","Abrigo","Abrigos","85","Nueva York","L","Gris","4.3","Si","Recogida en tienda","Si","Si","40","Tarjeta de débito","Trimestral"
"244","25","Hombre","Joyería","Accesorios","100","Kentucky","M","Aceituna","2.8","Si","Envío en 2 días","Si","Si","4","Tarjeta de débito","Mensual"
"245","53","Hombre","Cinturón","Accesorios","42","Oregón","S","Añil","4.9","Si","Envío en 2 días","Si","Si","39","PayPal","Semanal"
"246","49","Hombre","Sandalias","Calzado","53","Rhode Island","L","Carbón","3.3","Si","Aire al día siguiente","Si","Si","45","Venmo","Quincenal"
"247","35","Hombre","Gafas de sol","Accesorios","86","Nevada","XL","Beige","3.2","Si","Expres","Si","Si","20","Venmo","Quincenal"
"248","29","Hombre","Suéter","Ropa","66","Montana","XL","Marrón","4.4","Si","Estándar","Si","Si","14","Tarjeta de débito","Semanal"
"249","47","Hombre","Cinturón","Accesorios","100","Pensilvania","M","Azul","4.8","Si","Expres","Si","Si","33","PayPal","Semanal"
"250","53","Hombre","Bolso","Accesorios","47","Alaska","S","Cerceta","4.2","Si","Estándar","Si","Si","18","Tarjeta de crédito","Anualmente"
"251","33","Hombre","Falda","Ropa","25","Misisipi","L","Negro","4","Si","Expres","Si","Si","9","Transferencia bancaria","Semanal"
"252","21","Hombre","Bolso","Accesorios","51","Wyoming","XL","Oro","2.5","Si","Estándar","Si","Si","34","PayPal","Anualmente"
"253","32","Hombre","Shorts","Ropa","41","Delaware","M","Violeta","3.9","Si","Envío Gratis","Si","Si","33","Venmo","Quincenal"
"254","52","Hombre","Botas","Calzado","73","Oklahoma","L","Cian","4.9","Si","Envío en 2 días","Si","Si","15","Transferencia bancaria","Quincenal"
"255","67","Hombre","Gafas de sol","Accesorios","42","Indiana","M","Blanco","3.5","Si","Recogida en tienda","Si","Si","4","PayPal","Quincenal"
"256","43","Hombre","Bufanda","Accesorios","20","Maryland","M","Carbón","4.2","Si","Envío Gratis","Si","Si","25","Tarjeta de débito","Anualmente"
"257","58","Hombre","Joyería","Accesorios","30","Dakota del Sur","XL","Violeta","4.7","Si","Expres","Si","Si","20","Tarjeta de crédito","Trimestral"
"258","20","Hombre","Bolso","Accesorios","53","Virginia Occidental","M","Rojo","4.5","Si","Expres","Si","Si","5","Tarjeta de crédito","Trimestral"
"259","61","Hombre","Guantes","Accesorios","74","Alabama","S","Lavanda","2.8","Si","Expres","Si","Si","16","Efectivo","Trimestral"
"260","32","Hombre","Vaqueros","Ropa","57","Luisiana","M","Oro","2.9","Si","Estándar","Si","Si","13","Tarjeta de débito","Anualmente"
"261","38","Hombre","Tiene","Accesorios","57","Montana","S","Rojo","3.2","Si","Envío en 2 días","Si","Si","11","Tarjeta de crédito","Trimestral"
"262","21","Hombre","Vaqueros","Ropa","77","California","L","Magenta","4.9","Si","Estándar","Si","Si","21","Tarjeta de crédito","Anualmente"
"263","37","Hombre","Pantalón","Ropa","40","Hawai","M","Cerceta","3.7","Si","Aire al día siguiente","Si","Si","6","Tarjeta de débito","Anualmente"
"264","27","Hombre","Shorts","Ropa","46","Iowa","M","Morado","4.3","Si","Recogida en tienda","Si","Si","29","Venmo","Mensual"
"265","36","Hombre","Pantalón","Ropa","78","Colorado","S","Carbón","3.9","Si","Recogida en tienda","Si","Si","15","Efectivo","Anualmente"
"266","32","Hombre","Mochila","Accesorios","59","Míchigan","M","Gris","3.2","Si","Envío en 2 días","Si","Si","17","Transferencia bancaria","Quincenal"
"267","51","Hombre","Joyería","Accesorios","75","Luisiana","L","Blanco","3.1","Si","Expres","Si","Si","32","Tarjeta de crédito","Semanal"
"268","64","Hombre","Suéter","Ropa","54","Maryland","M","Aceituna","3.9","Si","Envío en 2 días","Si","Si","42","Venmo","Anualmente"
"269","68","Hombre","Calzado","Calzado","42","Georgia","M","Carbón","2.6","Si","Recogida en tienda","Si","Si","21","Efectivo","Mensual"
"270","68","Hombre","Blusa","Ropa","44","Georgia","M","Carbón","3.3","Si","Aire al día siguiente","Si","Si","9","Efectivo","Quincenal"
"271","33","Hombre","Vaqueros","Ropa","52","Dakota del Norte","XL","Naranja","4.6","Si","Envío Gratis","Si","Si","16","Transferencia bancaria","Anualmente"
"272","65","Hombre","Gafas de sol","Accesorios","69","Maryland","XL","Amarillo","4.6","Si","Expres","Si","Si","42","Tarjeta de crédito","Quincenal"
"273","48","Hombre","Joyería","Accesorios","26","Oregón","M","Beige","4.4","Si","Envío en 2 días","Si","Si","37","Tarjeta de débito","Quincenal"
"274","69","Hombre","Abrigo","Abrigos","33","Dakota del Norte","S","Plata","4.2","Si","Expres","Si","Si","32","Tarjeta de débito","Trimestral"
"275","59","Hombre","Joyería","Accesorios","32","Maryland","M","Añil","3","Si","Expres","Si","Si","28","Efectivo","Quincenal"
"276","48","Hombre","Mochila","Accesorios","85","Virginia","XL","Lavanda","4","Si","Expres","Si","Si","13","Tarjeta de crédito","Semanal"
"277","25","Hombre","Falda","Ropa","30","Dakota del Sur","XL","Turquesa","3.5","Si","Expres","Si","Si","11","Transferencia bancaria","Quincenal"
"278","29","Hombre","Camisa","Ropa","29","Georgia","M","Verde","3","Si","Recogida en tienda","Si","Si","36","Transferencia bancaria","Quincenal"
"279","57","Hombre","Suéter","Ropa","95","Hawai","M","Naranja","3.7","Si","Expres","Si","Si","23","Tarjeta de débito","Anualmente"
"280","23","Hombre","Zapatos deportivos","Calzado","69","Arkansas","L","Turquesa","4","Si","Estándar","Si","Si","37","Transferencia bancaria","Mensual"
"281","45","Hombre","Sandalias","Calzado","69","Montana","S","Cian","4.2","Si","Envío en 2 días","Si","Si","21","Efectivo","Quincenal"
"282","38","Hombre","Cinturón","Accesorios","61","Oklahoma","XL","Carbón","2.5","Si","Estándar","Si","Si","22","Tarjeta de débito","Quincenal"
"283","21","Hombre","Falda","Ropa","94","Minnesota","M","Cerceta","3","Si","Envío en 2 días","Si","Si","9","Efectivo","Mensual"
"284","32","Hombre","Suéter","Ropa","30","Montana","S","Marrón","3.2","Si","Aire al día siguiente","Si","Si","16","Venmo","Anualmente"
"285","63","Hombre","Falda","Ropa","45","Ohio","M","Rojo","3.5","Si","Estándar","Si","Si","4","PayPal","Trimestral"
"286","29","Hombre","Bolso","Accesorios","39","Kentucky","XL","Amarillo","4.8","Si","Expres","Si","Si","3","Tarjeta de débito","Quincenal"
"287","27","Hombre","Joyería","Accesorios","51","Nebraska","L","Gris","2.6","Si","Recogida en tienda","Si","Si","6","Tarjeta de débito","Anualmente"
"288","56","Hombre","Bufanda","Accesorios","37","Delaware","L","Azul","3.4","Si","Envío en 2 días","Si","Si","18","Venmo","Quincenal"
"289","30","Hombre","Camiseta","Ropa","62","Carolina del Norte","M","Lavanda","3.7","Si","Envío en 2 días","Si","Si","34","Venmo","Quincenal"
"290","49","Hombre","Abrigo","Abrigos","85","Nueva York","M","Amarillo","4.5","Si","Envío en 2 días","Si","Si","26","Tarjeta de crédito","Mensual"
"291","58","Hombre","Camiseta","Ropa","33","Colorado","M","Añil","3.7","Si","Estándar","Si","Si","50","PayPal","Semanal"
"292","57","Hombre","Vestido","Ropa","26","Delaware","XL","Violeta","3.3","Si","Aire al día siguiente","Si","Si","40","Transferencia bancaria","Mensual"
"293","60","Hombre","Calzado","Calzado","99","Utah","M","Verde","4.7","Si","Envío Gratis","Si","Si","24","Efectivo","Trimestral"
"294","69","Hombre","Bolso","Accesorios","39","Connecticut","M","Blanco","2.7","Si","Expres","Si","Si","33","PayPal","Anualmente"
"295","70","Hombre","Falda","Ropa","20","New Jersey","M","Oro","4.6","Si","Recogida en tienda","Si","Si","19","Tarjeta de crédito","Trimestral"
"296","53","Hombre","Gafas de sol","Accesorios","42","Virginia Occidental","M","Añil","2.7","Si","Recogida en tienda","Si","Si","24","Tarjeta de crédito","Trimestral"
"297","25","Hombre","Sandalias","Calzado","74","Indiana","S","Lavanda","4.8","Si","Envío en 2 días","Si","Si","19","Tarjeta de crédito","Semanal"
"298","48","Hombre","Calzado","Calzado","26","Delaware","XL","Morado","4.4","Si","Estándar","Si","Si","4","Tarjeta de crédito","Quincenal"
"299","69","Hombre","Camiseta","Ropa","53","Maryland","M","Lavanda","4","Si","Estándar","Si","Si","11","Venmo","Trimestral"
"300","25","Hombre","Zapatos deportivos","Calzado","80","Pensilvania","M","Marrón","3.2","Si","Aire al día siguiente","Si","Si","28","PayPal","Quincenal"
"301","29","Hombre","Tiene","Accesorios","98","Iowa","M","Cerceta","4.4","Si","Recogida en tienda","Si","Si","24","PayPal","Semanal"
"302","46","Hombre","Falda","Ropa","95","Pensilvania","M","Verde","3.8","Si","Estándar","Si","Si","25","Tarjeta de crédito","Trimestral"
"303","37","Hombre","Suéter","Ropa","44","Delaware","L","Aceituna","3.6","Si","Expres","Si","Si","27","Transferencia bancaria","Trimestral"
"304","20","Hombre","Sandalias","Calzado","60","Oregón","M","Turquesa","3.3","Si","Aire al día siguiente","Si","Si","49","Venmo","Semanal"
"305","40","Hombre","Vestido","Ropa","84","Oregón","M","Verde","3.4","Si","Aire al día siguiente","Si","Si","45","Tarjeta de crédito","Quincenal"
"306","60","Hombre","Suéter","Ropa","59","Utah","M","Cerceta","3.5","Si","Envío en 2 días","Si","Si","26","PayPal","Anualmente"
"307","26","Hombre","Chaqueta","Abrigos","49","Dakota del Norte","S","Blanco","3.6","Si","Expres","Si","Si","4","Efectivo","Anualmente"
"308","29","Hombre","Guantes","Accesorios","32","Florida","M","Naranja","3.2","Si","Envío Gratis","Si","Si","3","Tarjeta de crédito","Trimestral"
"309","66","Hombre","Bolso","Accesorios","29","Maryland","M","Beige","3.7","Si","Estándar","Si","Si","45","Venmo","Quincenal"
"310","66","Hombre","Vestido","Ropa","22","Minnesota","M","Amarillo","4.5","Si","Estándar","Si","Si","21","Efectivo","Quincenal"
"311","56","Hombre","Pantalón","Ropa","85","Montana","M","Carbón","4.6","Si","Estándar","Si","Si","50","Efectivo","Quincenal"
"312","69","Hombre","Vaqueros","Ropa","52","Rhode Island","L","Plata","4.1","Si","Recogida en tienda","Si","Si","19","Transferencia bancaria","Mensual"
"313","38","Hombre","Pantalón","Ropa","89","Massachusetts","L","Verde","3.4","Si","Aire al día siguiente","Si","Si","6","PayPal","Anualmente"
"314","42","Hombre","Vestido","Ropa","77","Vermont","M","Rosado","3.7","Si","Expres","Si","Si","50","Tarjeta de crédito","Trimestral"
"315","30","Hombre","Pantalón","Ropa","24","New Jersey","M","Morado","3.3","Si","Recogida en tienda","Si","Si","17","Tarjeta de débito","Trimestral"
"316","66","Hombre","Joyería","Accesorios","24","Wisconsin","XL","Naranja","4.5","Si","Expres","Si","Si","24","Tarjeta de débito","Anualmente"
"317","36","Hombre","Bolso","Accesorios","22","California","M","Carbón","3.3","Si","Envío Gratis","Si","Si","46","Venmo","Mensual"
